epoch,f1,loss,mean_iou,mean_iou_rounded,melt_pond_iou,ocean_iou,precision,recall,sea_ice_iou,val_f1,val_loss,val_mean_iou,val_mean_iou_rounded,val_melt_pond_iou,val_ocean_iou,val_precision,val_recall,val_sea_ice_iou,val_weighted_iou,weighted_iou
0,0.27838134765625,0.6750127077102661,0.16572052240371704,0.07551218569278717,0.09167956560850143,0.17292536795139313,0.3502919375896454,0.35765278339385986,0.23255042731761932,0.1086486428976059,1.895553708076477,0.06542131304740906,0.06538766622543335,5.783309097751044e-05,0.19616448879241943,0.34738531708717346,0.33333954215049744,4.197322414256632e-05,0.10915549099445343,0.23038020730018616
1,0.31197765469551086,0.6224416494369507,0.19069412350654602,0.092989981174469,0.10466867685317993,0.1762743890285492,0.36883288621902466,0.3858354687690735,0.29112982749938965,0.10863863676786423,1.8955645561218262,0.06541574001312256,0.06538794934749603,3.375970118213445e-05,0.19615936279296875,0.34366726875305176,0.33333325386047363,5.438710650196299e-05,0.1091291606426239,0.25535738468170166
2,0.3811478018760681,0.5147088170051575,0.2459331750869751,0.3004908263683319,0.1313139945268631,0.24270477890968323,0.4247035086154938,0.46367889642715454,0.3637566566467285,0.11451607942581177,1.7882986068725586,0.0684044137597084,0.06549956649541855,0.004419571254402399,0.19647955894470215,0.37859758734703064,0.3347271680831909,0.0043205334804952145,0.11462830752134323,0.3321150243282318
3,0.44826000928878784,0.39887475967407227,0.30496102571487427,0.42175430059432983,0.1766921728849411,0.2873600721359253,0.4713171124458313,0.5362206697463989,0.45077037811279297,0.11480167508125305,1.8568229675292969,0.06859180331230164,0.06695972383022308,0.0014767673565074801,0.19684875011444092,0.43228840827941895,0.3345957398414612,0.0074504404328763485,0.11222193390130997,0.4189043641090393
4,0.5100497603416443,0.29972410202026367,0.3652486205101013,0.4772019386291504,0.22034867107868195,0.34482479095458984,0.5154197812080383,0.5929250121116638,0.5304444432258606,0.11493928730487823,1.857925534248352,0.06863740086555481,0.06702422350645065,0.002169428626075387,0.1965789496898651,0.37831395864486694,0.3343159556388855,0.007164402399212122,0.11275939643383026,0.5098315477371216
5,0.555242657661438,0.22211940586566925,0.4136711061000824,0.49693480134010315,0.2641465365886688,0.3810212016105652,0.5495556592941284,0.6331040263175964,0.5955713987350464,0.11324025690555573,1.873502492904663,0.06778416037559509,0.06683550775051117,0.0011320117628201842,0.19671717286109924,0.3862609267234802,0.3344871699810028,0.005503481719642878,0.11147285997867584,0.5867870450019836
6,0.5921980738639832,0.15491804480552673,0.45539823174476624,0.5355284810066223,0.2952612638473511,0.4223574995994568,0.5787817239761353,0.660723090171814,0.6484085321426392,0.11927233636379242,1.8389639854431152,0.07089650630950928,0.0688076913356781,0.004042080603539944,0.19706673920154572,0.3901861011981964,0.3362220823764801,0.01158168539404869,0.11571872234344482,0.651131808757782
7,0.6230105757713318,0.08283064514398575,0.489912211894989,0.5526474714279175,0.34856078028678894,0.44064861536026,0.6081129312515259,0.6822453737258911,0.6802215576171875,0.15983456373214722,1.6620261669158936,0.09392540156841278,0.08937910199165344,0.01312627550214529,0.20222711563110352,0.41447997093200684,0.3514426350593567,0.06642748415470123,0.13696786761283875,0.7228628396987915
8,0.6429296135902405,0.0502297505736351,0.515024721622467,0.5667271614074707,0.3626497983932495,0.46800845861434937,0.6277977228164673,0.6931976079940796,0.7143864631652832,0.22142662107944489,1.4716235399246216,0.13456591963768005,0.1340925097465515,0.030521344393491745,0.21205231547355652,0.444659948348999,0.3794684410095215,0.16112865507602692,0.17598001658916473,0.7583738565444946
9,0.6686601042747498,-0.015605330467224121,0.5438524484634399,0.5953689217567444,0.40627971291542053,0.48823386430740356,0.6580477952957153,0.7050838470458984,0.7369532585144043,0.4585123658180237,0.6837213039398193,0.3236353099346161,0.3358444571495056,0.11121086776256561,0.3147551119327545,0.5309255123138428,0.5282913446426392,0.5449291467666626,0.37984955310821533,0.8195452690124512
